"time","CPI_Level","Savings_Rate","TD_3m","TD_12m","Prime_Lending","Max_Lending","GDP_constant_2010","unemployment","cpi_yoy","gdp_growth_yoy","d_prime_lending","d_max_lending","d_savings_rate","reconstructed_level","type","pi_lower","pi_upper"
2022-07-01,0.0534434194250288,2.81,6.24666666666667,6.45333333333333,12.1866666666667,27.99,76026.6518100607,NA,0.744278152914674,0.0297623341673024,0.546666666666667,0.293333333333333,1.17,63.1375313216404,"Reconstructed",59.7141559747829,66.5609066684979
2022-10-01,0.0430006366272901,3.85,8.23,7.47,12.7,28.1,76512.5945622278,NA,0.244444778767663,0.0272843928770669,1.00333333333333,0.786666666666669,2.39666666666667,63.0995583290291,"Reconstructed",59.6761829821716,66.5229336758866
2023-01-01,0.0532794389924653,4.39,8.05666666666667,8.15666666666667,13.7533333333333,28.1533333333333,76983.806880418,NA,0.112798756977167,0.0263060492006855,1.98666666666667,-0.176666666666666,3.13,65.224719471951,"Reconstructed",61.8013441250935,68.6480948188084
2023-04-01,0.0583368210939762,4.96666666666667,7.85,8.08,13.99,28.6133333333333,77553.2090555271,NA,0.0893958745766612,0.0268414983631626,1.96333333333333,1.02333333333333,3.62333333333333,67.3653898292172,"Reconstructed",63.9420144823597,70.7887651760746
2023-07-01,0.0797980105253552,5.25333333333333,7.56333333333333,8.14333333333333,14.0966666666667,27.4033333333333,78220.8010875551,NA,0.493130705030899,0.0288602644632581,1.91,-0.586666666666666,2.44333333333333,67.0054031234788,"Reconstructed",63.5820277766213,70.4287784703362
2023-10-01,0.0647224209915427,5.26666666666667,7.88666666666667,9.2,14.2033333333333,27.7333333333333,78986.5829765021,NA,0.505150297018325,0.0323343944670732,1.50333333333333,-0.366666666666667,1.41666666666667,67.4618383697976,"Reconstructed",64.0384630229401,70.8852137166551
2024-01-01,0.0817228313788578,5.80666666666667,10.0166666666667,10.5733333333333,14.86,27.6666666666667,79850.554722368,NA,0.533853075863185,0.0372383226826264,1.10666666666667,-0.486666666666665,1.41666666666667,69.5767597624946,"Reconstructed",66.1533844156371,73.0001351093521
2024-04-01,0.0770751084824202,6.54666666666667,11.6633333333333,12.1666666666667,15.6433333333333,29.09,80498.5335317674,NA,0.321208578682373,0.0379781122162393,1.65333333333333,0.476666666666667,1.58,72.2165700313939,"Reconstructed",68.7931946845364,75.6399453782514
2024-07-01,0.0700562302989562,6.76,13.8933333333333,15.65,16.55,29.6766666666667,80930.5194047003,NA,-0.122080490005495,0.0346419146757665,2.45333333333333,2.27333333333333,1.50666666666667,73.1467492810919,"Reconstructed",69.7233739342344,76.5701246279494
2024-10-01,0.0648860308162486,7.21,10.9233333333333,13.7066666666667,18.1033333333333,30.35,81146.5123411668,NA,0.00252786935654497,0.0273455222807561,3.9,2.61666666666667,1.94333333333333,73.793551616995,"Reconstructed",70.3701762701375,77.2169269638525
